Nome Original,Nome Traduzido
"Pipi, wild harvested, cooked","Pipi, colhido na natureza, cozido"
"Prawn, king or medium, raw (green)","Camarão, rei ou médio, cru (verde)  "
"Prawn, king or medium, flesh, baked, roasted, fried, grilled or BBQ'd, no added fat","Camarão, rei ou médio, carne, assada, tostada, frita, grelhada ou na churrasqueira, sem gordura adicionada  "
"Prawn, king or medium, flesh, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Camarão, rei ou médio, carne, assada, tostada, frita, grelhada ou na churrasqueira, gordura não definida  "
"Prawn, king or medium, flesh, boiled, microwaved, steamed or poached, no added fat","Camarão, rei ou médio, carne, cozida, no micro-ondas, no vapor ou escalfada, sem gordura adicionada  "
"Prawn, king or medium, flesh, boiled, microwaved, steamed or poached, fat not further defined","Camarão, rei ou médio, carne, cozida, no micro-ondas, no vapor ou escalfada, gordura não definida"
"Prawn, school, flesh, boiled, microwaved, steamed or poached, no added fat","Camarão, escolar, carne, cozido, no micro-ondas, no vapor ou escalfado, sem gordura adicionada  "
"Prawn, coated, packaged frozen, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Camarão, empanado, congelado embalado, assado, torrado, frito, grelhado ou na churrasqueira, gordura não definida  "
"Prawn, coated, fried or deep fried, fat not further defined","Camarão, empanado, frito ou frito em imersão, gordura não definida  "
"Prawn, coated, takeaway outlet, deep fried","Camarão, empanado, de estabelecimento de comida para viagem, frito em imersão  "
"Scallop, with roe, raw","Vieira, com ovas, cru"
"Scallop with or without roe, baked, roasted, grilled, fried or BBQ'd, no added fat","Vieira com ou sem ovas, assada, tostada, grelhada, frita ou na churrasqueira, sem gordura adicionada  "
"Scallop with or without roe, baked, roasted, grilled, fried, deep fried or BBQ'd, fat not further defined","Vieira com ou sem ovas, assada, tostada, grelhada, frita, frita em imersão ou na churrasqueira, gordura não definida  "
"Scallop with or without roe, boiled, microwaved, steamed or poached, with or without added fat","Vieira com ou sem ovas, cozida, no micro-ondas, no vapor ou escalfada, com ou sem gordura adicionada  "
"Scallop with or without roe, coated, baked, roasted, grilled or BBQ'd, fat not further defined","Vieira com ou sem ovas, empanada, assada, tostada, grelhada ou na churrasqueira, gordura não definida  "
"Scallop with or without roe, coated, takeaway outlet, deep fried","Vieira com ou sem ovas, empanada, de estabelecimento de comida para viagem, frita em imersão"
"Squid or calamari, raw","Lula ou calamari, cru  "
"Squid or calamari, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat","Lula ou calamari, assada, tostada, frita, refogada, grelhada ou na churrasqueira, sem gordura adicionada  "
"Squid or calamari, baked, roasted, fried, stir-fried, deep fried, grilled or BBQ'd, fat not further defined","Lula ou calamari, assada, tostada, frita, refogada, frita em imersão, grelhada ou na churrasqueira, gordura não definida  "
"Squid or calamari, boiled, microwaved, steamed or poached, with or without added fat","Lula ou calamari, cozida, no micro-ondas, no vapor ou escalfada, com ou sem gordura adicionada  "
"Squid or calamari, battered, takeaway outlet, deep fried","Lula ou calamari, empanada, ponto de venda para viagem, frita em imersão"
"Squid or calamari, crumbed, takeaway outlet, deep fried","Lula ou calamari, empanada, ponto de venda para viagem, frita  "
"Squid or calamari, coated, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Lula ou calamari, empanada, assada, grelhada ou na churrasqueira, gordura não definida  "
"Squid or calamari, coated, packaged frozen, baked, roasted, fried, grilled or BBQ'd, with or without added fat","Lula ou calamari, empanada, embalada congelada, assada, grelhada ou na churrasqueira, com ou sem gordura adicionada  "
"Yabby (yabbie), flesh, cooked, no added fat","Yabby (yabbie), carne, cozida, sem gordura adicionada  "
"Mixed seafood, contains fish & shellfish, raw","Frutos do mar mistos, contém peixe e mariscos, cru"
"Mixed seafood, contains fish & shellfish, baked, roasted, fried, grilled or BBQ'd, with or without added fat","Frutos do mar mistos, contém peixe e marisco, assado, torrado, frito, grelhado ou na churrasqueira, com ou sem gordura adicionada  "
"Mixed seafood, contains fish & shellfish, boiled, microwaved, steamed or poached, with or without added fat","Frutos do mar mistos, contém peixe e marisco, cozido, no micro-ondas, no vapor ou escalfado, com ou sem gordura adicionada  "
"Mixed seafood, contains fish & shellfish, coated, baked, roasted, grilled, BBQ'd, fried or deep fried, fat not further defined","Frutos do mar mistos, contém peixe e marisco, empanado, assado, torrado, grelhado, na churrasqueira, frito ou frito em imersão, gordura não definida  "
"Mixed seafood, tempura coating, fried or deep fried, fat not further defined","Frutos do mar mistos, empanamento tempura, frito ou frito em imersão, gordura não definida  "
"Mixed seafood, contains fish & shellfish, cooked, not further defined","Frutos do mar mistos, contém peixe e marisco, cozido, não definido mais"
"Mixed seafood (except finfish), wild-harvested, raw","Frutos do mar mistos (exceto peixes), colhidos na natureza, crus  "
"Mixed seafood, for use in garden salad recipes","Frutos do mar mistos, para uso em receitas de salada de jardim  "
Prawn cocktail,Coquetel de camarão  
"Anchovy, canned","Anchova, enlatada  "
"Cod, Atlantic, dried, salted","Bacalhau, do Atlântico, seco, salgado"
"Cod, smoked, raw","Bacalhau, defumado, cru  "
"Cod or hake, smoked, boiled, microwaved, steamed or poached, no added fat","Bacalhau ou pescada, defumado, cozido, aquecido no micro-ondas, cozido no vapor ou escalfado, sem gordura adicionada  "
"Crabmeat, canned in brine, undrained","Carne de caranguejo, enlatada em salmoura, sem escorrer  "
"Fish ball, Asian style, purchased cooked","Bolinho de peixe, estilo asiático, comprado cozido  "
"Fish ball, packaged frozen, boiled, steamed, poached, microwaved, no fat added","Bolinho de peixe, embalado congelado, cozido, cozido no vapor, escalfado, aquecido no micro-ondas, sem gordura adicionada"
"Fish patty or cake, fried, fat not further defined","Bolinho de peixe frito, gordura não definida  "
"Fish patty or cake, crumbed, fried, fat not further defined","Bolinho de peixe empanado, frito, gordura não definida  "
"Fish patty or cake, packaged frozen, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Bolinho de peixe, embalado congelado, assado, grelhado ou frito, gordura não definida  "
"Fish patty or cake, takeaway outlet, deep fried","Bolinho de peixe, ponto de venda para viagem, frito em imersão  "
"Fish finger, crumbed, packaged frozen, raw","Palito de peixe empanado, embalado congelado, cru"
"Fish finger, crumbed, packaged frozen, baked, roasted, fried or grilled, no added fat","Finger de peixe, empanado, congelado embalado, assado, tostado, frito ou grelhado, sem gordura adicionada  "
"Fish finger, crumbed, packaged frozen, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Finger de peixe, empanado, congelado embalado, assado, tostado, frito, grelhado ou na churrasqueira, gordura não definida  "
"Fish bite or cocktail, crumbed, takeaway outlet, deep fried","Bocadinho de peixe ou coquetel, empanado, de estabelecimento de comida para viagem, frito em imersão  "
"Salmon patty or cake, crumbed, fried, fat not further defined","Bolinho ou torta de salmão, empanado, frito, gordura não definida  "
Fish paste or spread,Pasta ou patê de peixe
"Fish roe (caviar), black","Ovas de peixe (caviar), pretas  "
"Fish roe (caviar), red","Ovas de peixe (caviar), vermelhas  "
"Herring, Atlantic, pickled","Arenque, atlântico, em conserva  "
"Mussel, smoked, canned in oil, drained","Mexilhão, defumado, enlatado em óleo, escorrido  "
"Oyster, smoked, canned in oil, drained","Ostra, defumada, enlatada em óleo, escorrida"
"Salmon, pink, unflavoured, canned in brine, drained","Salmão, rosa, sem sabor, enlatado em salmoura, drenado  "
"Salmon, pink, unflavoured, canned in water, drained","Salmão, rosa, sem sabor, enlatado em água, drenado  "
"Salmon, red, unflavoured, canned in brine, drained","Salmão, vermelho, sem sabor, enlatado em salmoura, drenado  "
"Salmon, red, unflavoured, canned in water, drained","Salmão, vermelho, sem sabor, enlatado em água, drenado  "
"Salmon, unflavoured, canned in brine, drained","Salmão, sem sabor, enlatado em salmoura, drenado"
"Salmon, unflavoured, canned in oil","Salmão, sem sabor, enlatado em óleo  "
"Salmon, unflavoured, canned in water, drained","Salmão, sem sabor, enlatado em água, escorrido  "
"Salmon, unflavoured, canned, drained","Salmão, sem sabor, enlatado, escorrido  "
"Salmon, flavoured, canned, drained","Salmão, com sabor, enlatado, escorrido  "
"Salmon, canned, drained, not further defined","Salmão, enlatado, escorrido, não definido mais"
"Salmon, smoked, sliced","Salmão, defumado, fatiado  "
"Sardine, canned in oil, undrained","Sardinha, enlatada em óleo, sem escorrer  "
"Sardine, canned in oil, drained","Sardinha, enlatada em óleo, escorrida  "
"Sardine, canned in tomato sauce, undrained","Sardinha, enlatada em molho de tomate, sem escorrer  "
"Sardine, canned in water, drained","Sardinha, enlatada em água, escorrida"
"Seafood or fish stick (surimi), packaged frozen, raw","Frutos do mar ou bastão de peixe (surimi), embalado congelado, cru  "
"Seafood or fish stick (surimi), packaged frozen, fried, peanut oil","Frutos do mar ou bastão de peixe (surimi), embalado congelado, frito, óleo de amendoim  "
"Seafood or fish stick (surimi), packaged frozen, boiled, microwaved, steamed or poached, no added fat","Frutos do mar ou bastão de peixe (surimi), embalado congelado, cozido, micro-ondas, cozido no vapor ou escalfado, sem gordura adicionada  "
"Seafood or fish stick (surimi), coated, takeaway outlet, deep fried","Frutos do mar ou bastão de peixe (surimi), empanado, ponto de venda para viagem, frito em imersão  "
"Smoked fish (including eel & trout), smoked","Peixe defumado (incluindo enguia e truta), defumado"
"Tuna, unflavoured, canned in brine, drained","Atum, sem sabor, enlatado em salmoura, escorrido  "
"Tuna, unflavoured, canned in vegetable oil, drained","Atum, sem sabor, enlatado em óleo vegetal, escorrido  "
"Tuna, unflavoured, canned in water, drained","Atum, sem sabor, enlatado em água, escorrido  "
"Tuna, flavoured, canned, drained","Atum, temperado, enlatado, escorrido  "
"Tuna, canned, not further defined","Atum, enlatado, não definido mais detalhadamente"
"Bar, muesli or snack, plain or with 10% dried fruit","Barra, muesli ou lanche, simples ou com 10% de frutas secas  "
"Bar, muesli or snack, plain or with 10% dried fruit, added vitamins B1, B2, B3, folate & Fe","Barra, muesli ou lanche, simples ou com 10% de frutas secas, vitaminas B1, B2, B3, folato e Fe adicionados  "
"Bar, muesli or snack, plain or with 10% dried fruit, chocolate-coated","Barra, muesli ou lanche, simples ou com 10% de frutas secas, coberta de chocolate  "
"Bar, muesli or snack, plain or with 10% dried fruit, high fibre, added vitamins B1, B2, B3, B6, E, & folate, Fe & Zn","Barra, muesli ou lanche, simples ou com 10% de frutas secas, alta em fibras, vitaminas B1, B2, B3, B6, E, folato, Fe e Zn adicionados  "
"Bar, muesli or snack, plain or with 10% dried fruit, yoghurt-coated","Barra, muesli ou lanche, simples ou com 10% de frutas secas, coberta de iogurte"
"Bar, muesli or snack, plain or with 10% dried fruit, yoghurt-coated, added vitamins B1, B2, B3, folate & Fe","Barra, muesli ou lanche, simples ou com 10% de frutas secas, coberta com iogurte, vitaminas B1, B2, B3, folato e Fe adicionados  "
"Bar, muesli or snack, with 10% dried fruit & 5% nuts","Barra, muesli ou lanche, com 10% de frutas secas e 5% de nozes  "
"Bar, muesli or snack, with 10% dried fruit & 10% nuts","Barra, muesli ou lanche, com 10% de frutas secas e 10% de nozes  "
"Bar, muesli or snack, with 10% dried fruit & 45% nuts, chocolate-coated","Barra, muesli ou lanche, com 10% de frutas secas e 45% de nozes, coberta com chocolate  "
"Bar, muesli or snack, with 10% dried fruit & 60% nuts","Barra, muesli ou lanche, com 10% de frutas secas e 60% de nozes"
"Bar, muesli or snack, with 10% dried fruit & 60% nuts, yoghurt-coated","Barra, muesli ou lanche, com 10% de frutas secas e 60% de nozes, coberta com iogurte  "
"Bar, muesli or snack, with 15% dried fruit & 15% nuts, yoghurt-coated","Barra, muesli ou lanche, com 15% de frutas secas e 15% de nozes, coberta com iogurte  "
"Bar, muesli or snack, with 15% dried fruit & 25% nuts, added vitamins B1, B2, B3, C & folate, Fe, & Zn","Barra, muesli ou lanche, com 15% de frutas secas e 25% de nozes, vitaminas B1, B2, B3, C e folato, Fe e Zn adicionados  "
"Bar, muesli or snack, with 20% dried fruit & 20% nuts, chocolate base","Barra, muesli ou lanche, com 20% de frutas secas e 20% de nozes, base de chocolate  "
"Bar, muesli or snack, with 20% dried fruit & 5% nuts","Barra, muesli ou lanche, com 20% de frutas secas e 5% de nozes"
"Bar, muesli or snack, with 30% dried fruit & 30% nuts","Barra, muesli ou lanche, com 30% de frutas secas e 30% de nozes  "
"Bar, muesli or snack, with 30% dried fruit, yoghurt-coated, added vitamins B1, B2, B3, folate & Fe","Barra, muesli ou lanche, com 30% de frutas secas, coberta com iogurte, vitaminas B1, B2, B3, folato e Fe adicionados  "
"Bar, muesli or snack, with 10% nuts","Barra, muesli ou lanche, com 10% de nozes  "
"Bar, muesli or snack, with 10% nuts, added flaxseeds","Barra, muesli ou lanche, com 10% de nozes, sementes de linhaça adicionadas  "
"Bar, muesli or snack, with 10% nuts, chocolate-coated","Barra, muesli ou lanche, com 10% de nozes, coberta com chocolate"
"Bar, muesli or snack, with 70% nuts","Barra, muesli ou lanche, com 70% de nozes  "
"Bar, muesli or snack, with 70% nuts, added vitamins B1, B2, B3, C & folate, Fe, & Zn","Barra, muesli ou lanche, com 70% de nozes, vitaminas B1, B2, B3, C e folato, Fe e Zn adicionados  "
"Bar, muesli or snack, with caramel & sesame seeds","Barra, muesli ou lanche, com caramelo e sementes de gergelim  "
"Bar, muesli or snack, with chocolate chips or coating","Barra, muesli ou lanche, com pedaços de chocolate ou cobertura  "
